protocol;pkt_length;pkt_rate;pkt_count;ip_ttl;status
TCP;754;68;4047;255;Normal
ICMP;42;1255;77641;64;DDOS-Attack
ICMP;648;110;6673;64;Normal
TCP;826;95;5707;64;Normal
ICMP;66;3416;204058;64;DDOS-Attack
UDP;67;500;33054;64;DDOS-Attack
TCP;74;2991;178660;64;DDOS-Attack
UDP;83;8844;535543;64;DDOS-Attack
ICMP;90;1562;96043;64;DDOS-Attack
UDP;61;3993;243364;64;DDOS-Attack
UDP;56;3559;215792;64;DDOS-Attack
TCP;827;35;2288;32;Normal
UDP;65;1000;61028;64;DDOS-Attack
ICMP;76;668;37000;64;DDOS-Attack
UDP;77;3747;224093;64;DDOS-Attack
TCP;479;206;12368;128;Normal
TCP;436;72;4243;64;Normal
TCP;641;51;3186;64;Normal
ICMP;42;1000;61016;64;DDOS-Attack
TCP;655;37;2050;64;Normal
UDP;590;161;9637;32;Normal
ICMP;50;1837;113175;64;DDOS-Attack
ICMP;61;2746;163260;64;DDOS-Attack
UDP;72;2598;155550;64;DDOS-Attack
UDP;80;2678;159718;64;DDOS-Attack
UDP;47;1000;60160;64;DDOS-Attack
UDP;57;15098;904137;64;DDOS-Attack
UDP;88;1360;79166;64;DDOS-Attack
UDP;68;4875;296430;64;DDOS-Attack
TCP;66;732;46189;64;DDOS-Attack
TCP;970;130;7711;128;Normal
UDP;52;1805;113207;64;DDOS-Attack
ICMP;72;1000;56006;64;DDOS-Attack
ICMP;221;1;1;128;Normal
ICMP;42;2941;171731;64;DDOS-Attack
UDP;217;59;3514;128;Normal
ICMP;89;3194;188072;64;DDOS-Attack
UDP;63;3193;189220;64;DDOS-Attack
TCP;1074;87;5409;64;Normal
UDP;545;157;9556;64;Normal
ICMP;67;1574;97608;64;DDOS-Attack
UDP;78;9698;580585;64;DDOS-Attack
ICMP;47;1000;60217;64;DDOS-Attack
UDP;815;82;4737;64;Normal
UDP;60;2062;121953;64;DDOS-Attack
UDP;73;2250;133814;64;DDOS-Attack
TCP;825;48;2699;255;Normal
TCP;168;114;6913;64;Normal
TCP;510;68;3935;64;Normal
ICMP;66;9111;546807;64;DDOS-Attack
TCP;693;143;8523;64;Normal
UDP;68;699;42891;64;DDOS-Attack
UDP;62;1000;59630;64;DDOS-Attack
ICMP;63;1837;109598;64;DDOS-Attack
TCP;611;186;11164;32;Normal
TCP;734;189;11425;64;Normal
ICMP;85;1792;108641;64;DDOS-Attack
TCP;543;1;1;64;Normal
ICMP;67;7795;468261;64;DDOS-Attack
UDP;415;75;4310;64;Normal
TCP;200;79;4879;128;Normal
TCP;73;1401;79147;64;DDOS-Attack
ICMP;64;500;28479;64;DDOS-Attack
UDP;717;184;10899;128;Normal
TCP;311;51;3071;128;Normal
UDP;684;41;2353;128;Normal
ICMP;85;5354;322529;64;DDOS-Attack
ICMP;68;1000;64382;64;DDOS-Attack
TCP;56;4791;288185;64;DDOS-Attack
UDP;271;1;16;32;Normal
UDP;85;500;30005;64;DDOS-Attack
TCP;536;1;1;32;Normal
ICMP;64;1000;58610;64;DDOS-Attack
UDP;40;1000;64360;64;DDOS-Attack
ICMP;71;5102;306384;64;DDOS-Attack
TCP;587;138;8094;128;Normal
TCP;803;77;4734;255;Normal
UDP;91;710;45165;64;DDOS-Attack
TCP;414;74;4447;128;Normal
ICMP;58;742;45315;64;DDOS-Attack
ICMP;72;500;25538;64;DDOS-Attack
UDP;71;3818;225942;64;DDOS-Attack
ICMP;54;1772;102812;64;DDOS-Attack
TCP;62;500;26896;64;DDOS-Attack
TCP;859;73;4416;64;Normal
UDP;49;1000;56823;64;DDOS-Attack
ICMP;56;1583;97014;64;DDOS-Attack
UDP;81;830;44952;64;DDOS-Attack
UDP;66;500;32976;64;DDOS-Attack
UDP;74;3112;181963;64;DDOS-Attack
UDP;84;1000;61033;64;DDOS-Attack
UDP;48;8026;479583;64;DDOS-Attack
UDP;98;500;32453;64;DDOS-Attack
UDP;80;1000;63763;64;DDOS-Attack
UDP;560;31;1817;128;Normal
UDP;1317;7;429;64;Normal
TCP;78;500;34899;64;DDOS-Attack
TCP;67;4871;288392;64;DDOS-Attack
TCP;493;129;7707;128;Normal
ICMP;72;1152;72729;64;DDOS-Attack
UDP;83;1000;57129;64;DDOS-Attack
TCP;44;6037;358847;64;DDOS-Attack
ICMP;83;1219;75550;64;DDOS-Attack
UDP;59;1986;119543;64;DDOS-Attack
TCP;263;1;217;128;Normal
UDP;42;500;29167;64;DDOS-Attack
UDP;59;1317;78180;64;DDOS-Attack
UDP;66;1228;69260;64;DDOS-Attack
ICMP;62;1333;75174;64;DDOS-Attack
ICMP;40;1394;80484;64;DDOS-Attack
TCP;603;1;1;64;Normal
UDP;54;1000;64356;64;DDOS-Attack
UDP;601;117;7111;64;Normal
ICMP;64;500;25096;64;DDOS-Attack
ICMP;70;3357;205601;64;DDOS-Attack
UDP;945;1;100;64;Normal
UDP;73;1967;118104;64;DDOS-Attack
TCP;642;97;5835;64;Normal
UDP;59;1189;66818;64;DDOS-Attack
ICMP;81;1271;78576;64;DDOS-Attack
ICMP;45;1863;109584;64;DDOS-Attack
ICMP;65;22519;1355078;64;DDOS-Attack
UDP;56;1130;65141;64;DDOS-Attack
TCP;762;51;3040;128;Normal
ICMP;788;79;4711;64;Normal
UDP;100;1606;98633;64;DDOS-Attack
TCP;1100;14;756;64;Normal
UDP;678;27;1628;32;Normal
UDP;70;10667;640972;64;DDOS-Attack
TCP;922;71;4294;128;Normal
ICMP;59;500;31028;64;DDOS-Attack
TCP;654;63;3756;64;Normal
ICMP;66;1000;60499;64;DDOS-Attack
UDP;77;1318;78682;64;DDOS-Attack
ICMP;72;500;28994;64;DDOS-Attack
UDP;137;21;1116;64;Normal
TCP;617;96;5726;64;Normal
ICMP;390;122;7359;64;Normal
ICMP;81;1000;61029;64;DDOS-Attack
ICMP;52;2687;165381;64;DDOS-Attack
ICMP;75;500;29538;64;DDOS-Attack
UDP;841;174;10334;64;Normal
TCP;1500;96;5678;64;Normal
ICMP;66;2230;136649;64;DDOS-Attack
ICMP;62;3324;201575;64;DDOS-Attack
UDP;40;1000;61630;64;DDOS-Attack
TCP;602;84;5069;64;Normal
TCP;415;63;3914;64;Normal
ICMP;71;1000;59112;64;DDOS-Attack
ICMP;97;11014;664715;64;DDOS-Attack
UDP;56;773;50091;64;DDOS-Attack
UDP;64;1483;93414;64;DDOS-Attack
TCP;889;48;2788;32;Normal
ICMP;68;2894;169349;64;DDOS-Attack
ICMP;84;1000;59860;64;DDOS-Attack
UDP;82;500;31432;64;DDOS-Attack
ICMP;72;1991;117230;64;DDOS-Attack
UDP;69;2628;160583;64;DDOS-Attack
TCP;449;25;1360;32;Normal
TCP;645;101;6074;64;Normal
UDP;86;10619;633946;64;DDOS-Attack
ICMP;75;3091;180848;64;DDOS-Attack
ICMP;65;1000;63298;64;DDOS-Attack
TCP;228;39;2327;64;Normal
UDP;64;500;31027;64;DDOS-Attack
TCP;84;6914;413630;64;DDOS-Attack
ICMP;63;503;28602;64;DDOS-Attack
TCP;269;141;8292;64;Normal
UDP;72;1000;60459;64;DDOS-Attack
UDP;79;2890;173833;64;DDOS-Attack
TCP;40;72;4328;64;Normal
UDP;104;1263;76671;64;DDOS-Attack
ICMP;84;3168;188942;64;DDOS-Attack
TCP;58;1359;79168;64;DDOS-Attack
ICMP;851;37;2347;32;Normal
TCP;493;159;9730;64;Normal
TCP;57;6669;402867;64;DDOS-Attack
ICMP;81;6976;413652;64;DDOS-Attack
ICMP;76;800;49305;64;DDOS-Attack
ICMP;91;500;33101;64;DDOS-Attack
UDP;60;1816;112019;64;DDOS-Attack
UDP;76;500;33139;64;DDOS-Attack
ICMP;90;500;31970;64;DDOS-Attack
TCP;417;115;6736;64;Normal
UDP;79;3117;189924;64;DDOS-Attack
UDP;1310;126;7621;64;Normal
UDP;838;58;3609;128;Normal
TCP;61;1019;60266;64;DDOS-Attack
TCP;84;2030;124466;64;DDOS-Attack
UDP;968;65;3844;32;Normal
UDP;557;13;621;32;Normal
ICMP;85;5768;344667;64;DDOS-Attack
UDP;879;131;7881;64;Normal
TCP;561;45;2767;64;Normal
TCP;83;2454;149653;64;DDOS-Attack
TCP;55;2740;168827;64;DDOS-Attack
UDP;904;49;2847;255;Normal
UDP;85;1000;57231;64;DDOS-Attack
ICMP;71;4902;297558;64;DDOS-Attack
UDP;72;1143;65443;64;DDOS-Attack
ICMP;64;1112;65076;64;DDOS-Attack
TCP;40;500;34531;64;DDOS-Attack
TCP;57;500;29459;64;DDOS-Attack
UDP;74;500;33738;64;DDOS-Attack
TCP;82;2612;156539;64;DDOS-Attack
TCP;580;173;10402;128;Normal
ICMP;75;1013;60804;64;DDOS-Attack
ICMP;1136;102;6286;64;Normal
ICMP;80;1481;89575;64;DDOS-Attack
UDP;57;1000;62715;64;DDOS-Attack
UDP;49;5574;330182;64;DDOS-Attack
TCP;508;77;4610;64;Normal
ICMP;53;1000;57783;64;DDOS-Attack
UDP;65;2046;123459;64;DDOS-Attack
UDP;84;2772;170161;64;DDOS-Attack
TCP;771;27;1569;64;Normal
UDP;63;6383;379915;64;DDOS-Attack
ICMP;90;1577;89791;64;DDOS-Attack
ICMP;82;500;32735;64;DDOS-Attack
UDP;947;72;4380;32;Normal
UDP;651;1;1;64;Normal
UDP;80;3874;229779;64;DDOS-Attack
TCP;354;56;3421;64;Normal
UDP;602;43;2439;64;Normal
ICMP;80;15384;919375;64;DDOS-Attack
UDP;75;1356;78732;64;DDOS-Attack
ICMP;69;1000;61265;64;DDOS-Attack
ICMP;90;4099;245246;64;DDOS-Attack
ICMP;64;4343;257349;64;DDOS-Attack
UDP;56;500;29195;64;DDOS-Attack
UDP;378;96;5667;64;Normal
UDP;53;1517;95940;64;DDOS-Attack
UDP;47;500;29566;64;DDOS-Attack
UDP;101;1000;64289;64;DDOS-Attack
UDP;71;11372;678875;64;DDOS-Attack
UDP;809;144;8584;64;Normal
ICMP;71;5566;337880;64;DDOS-Attack
TCP;40;201;12034;64;Normal
UDP;68;541;36872;64;DDOS-Attack
TCP;93;1000;60163;64;DDOS-Attack
TCP;96;1;1;64;Normal
TCP;74;2301;137876;64;DDOS-Attack
TCP;77;6624;396006;64;DDOS-Attack
UDP;73;1171;70856;64;DDOS-Attack
ICMP;91;1329;77494;64;DDOS-Attack
ICMP;44;1000;55745;64;DDOS-Attack
UDP;79;1000;57125;64;DDOS-Attack
TCP;86;4646;279876;64;DDOS-Attack
UDP;71;7303;435140;64;DDOS-Attack
TCP;431;34;2131;128;Normal
ICMP;79;4789;286532;64;DDOS-Attack
ICMP;106;589;32777;64;DDOS-Attack
UDP;60;4363;260210;64;DDOS-Attack
UDP;82;1000;59527;64;DDOS-Attack
UDP;69;1082;68294;64;DDOS-Attack
UDP;562;1;256;128;Normal
TCP;95;1570;90815;64;DDOS-Attack
UDP;79;2187;129961;64;DDOS-Attack
TCP;548;173;10449;64;Normal
UDP;92;4485;271448;64;DDOS-Attack
ICMP;58;500;29459;64;DDOS-Attack
TCP;71;1901;117564;64;DDOS-Attack
ICMP;76;1424;89104;64;DDOS-Attack
ICMP;95;2945;174414;64;DDOS-Attack
TCP;830;24;1543;64;Normal
ICMP;86;500;32061;64;DDOS-Attack
UDP;40;3198;187126;64;DDOS-Attack
UDP;57;500;30913;64;DDOS-Attack
TCP;148;114;6764;64;Normal
UDP;83;1000;63766;64;DDOS-Attack
UDP;84;1000;62924;64;DDOS-Attack
ICMP;40;8168;493501;64;DDOS-Attack
UDP;80;500;34253;64;DDOS-Attack
UDP;89;1000;55414;64;DDOS-Attack
UDP;63;1603;99859;64;DDOS-Attack
UDP;270;97;5735;32;Normal
ICMP;89;4400;259158;64;DDOS-Attack
TCP;1053;110;6536;128;Normal
UDP;49;1000;60826;64;DDOS-Attack
UDP;591;166;9989;32;Normal
TCP;822;1;1;255;Normal
ICMP;1028;91;5298;64;Normal
ICMP;88;1000;55577;64;DDOS-Attack
ICMP;84;500;27132;64;DDOS-Attack
ICMP;89;1480;87630;64;DDOS-Attack
ICMP;75;3028;180813;64;DDOS-Attack
TCP;66;767;44962;64;DDOS-Attack
ICMP;79;1398;82292;64;DDOS-Attack
UDP;64;1000;61598;64;DDOS-Attack
ICMP;41;1979;122512;64;DDOS-Attack
ICMP;47;1248;79768;64;DDOS-Attack
UDP;79;500;29143;64;DDOS-Attack
UDP;102;7598;456211;64;DDOS-Attack
TCP;721;1;54;64;Normal
ICMP;59;1632;95732;64;DDOS-Attack
TCP;491;89;5327;64;Normal
ICMP;72;1873;115901;64;DDOS-Attack
UDP;60;2038;122798;64;DDOS-Attack
ICMP;66;1905;119102;64;DDOS-Attack
UDP;56;1045;66118;64;DDOS-Attack
UDP;84;765;49081;64;DDOS-Attack
UDP;57;1239;70234;64;DDOS-Attack
UDP;62;1140;64971;64;DDOS-Attack
UDP;49;6746;407571;64;DDOS-Attack
ICMP;80;500;32750;64;DDOS-Attack
UDP;87;9235;550371;64;DDOS-Attack
ICMP;59;1158;65415;64;DDOS-Attack
TCP;90;3029;183014;64;DDOS-Attack
UDP;83;3231;189149;64;DDOS-Attack
TCP;819;134;8176;64;Normal
ICMP;68;2640;154346;64;DDOS-Attack
UDP;46;1456;86060;64;DDOS-Attack
UDP;491;3;325;128;Normal
UDP;698;52;3048;128;Normal
TCP;253;89;5245;255;Normal
TCP;507;35;2208;64;Normal
TCP;521;1;104;128;Normal
UDP;65;1000;59049;64;DDOS-Attack
UDP;112;3538;213326;64;DDOS-Attack
TCP;40;101;6040;32;Normal
UDP;45;600;31518;64;DDOS-Attack
UDP;78;500;28408;64;DDOS-Attack
TCP;66;6537;396153;64;DDOS-Attack
ICMP;70;3516;209876;64;DDOS-Attack
TCP;59;1421;86946;64;DDOS-Attack
TCP;418;102;6205;128;Normal
ICMP;59;632;34835;64;DDOS-Attack
UDP;786;65;3993;64;Normal
TCP;235;127;7602;64;Normal
ICMP;950;159;9505;64;Normal
ICMP;90;1543;89795;64;DDOS-Attack
TCP;471;52;3104;64;Normal
UDP;82;8599;517741;64;DDOS-Attack
ICMP;80;6804;407628;64;DDOS-Attack
TCP;683;86;4979;64;Normal
TCP;347;80;4889;64;Normal
ICMP;1100;154;9258;64;Normal
ICMP;886;24;1352;64;Normal
ICMP;47;500;29061;64;DDOS-Attack
UDP;80;500;27540;64;DDOS-Attack
ICMP;68;1000;60746;64;DDOS-Attack
ICMP;95;1000;64614;64;DDOS-Attack
ICMP;68;5810;346956;64;DDOS-Attack
ICMP;81;5851;346591;64;DDOS-Attack
UDP;883;40;2566;64;Normal
ICMP;53;1547;94259;64;DDOS-Attack
UDP;86;1010;57613;64;DDOS-Attack
UDP;83;2567;156711;64;DDOS-Attack
ICMP;89;1531;87356;64;DDOS-Attack
TCP;958;13;682;128;Normal
UDP;784;51;3117;64;Normal
UDP;836;2;75;64;Normal
TCP;606;94;5723;64;Normal
ICMP;90;6148;366414;64;DDOS-Attack
UDP;86;6372;385288;64;DDOS-Attack
UDP;61;1000;62832;64;DDOS-Attack
ICMP;67;6990;423078;64;DDOS-Attack
ICMP;49;9546;576900;64;DDOS-Attack
ICMP;76;11007;657915;64;DDOS-Attack
UDP;65;500;31989;64;DDOS-Attack
UDP;795;58;3362;64;Normal
UDP;65;1331;79193;64;DDOS-Attack
ICMP;77;1613;101000;64;DDOS-Attack
ICMP;65;5341;316007;64;DDOS-Attack
ICMP;92;1813;104923;64;DDOS-Attack
UDP;67;1000;61105;64;DDOS-Attack
TCP;332;147;8770;128;Normal
UDP;101;500;30486;64;DDOS-Attack
UDP;78;1304;75559;64;DDOS-Attack
TCP;436;7;350;128;Normal
UDP;717;87;5134;64;Normal
ICMP;80;500;31570;64;DDOS-Attack
ICMP;93;1000;62432;64;DDOS-Attack
ICMP;59;1000;60123;64;DDOS-Attack
ICMP;68;2754;166162;64;DDOS-Attack
TCP;82;3180;186931;64;DDOS-Attack
ICMP;86;2681;155932;64;DDOS-Attack
UDP;75;500;32065;64;DDOS-Attack
ICMP;74;1828;108219;64;DDOS-Attack
TCP;561;139;8448;64;Normal
UDP;65;1509;87113;64;DDOS-Attack
UDP;86;500;28018;64;DDOS-Attack
ICMP;79;1744;104142;64;DDOS-Attack
UDP;56;500;30709;64;DDOS-Attack
TCP;780;132;8017;64;Normal
ICMP;57;1426;90170;64;DDOS-Attack
UDP;92;500;25579;64;DDOS-Attack
TCP;536;203;12239;64;Normal
TCP;411;84;5136;64;Normal
ICMP;56;3688;225947;64;DDOS-Attack
ICMP;63;647;38160;64;DDOS-Attack
ICMP;60;1331;79554;64;DDOS-Attack
UDP;862;78;4608;64;Normal
UDP;55;1061;59683;64;DDOS-Attack
UDP;75;1000;59009;64;DDOS-Attack
ICMP;67;6455;382428;64;DDOS-Attack
UDP;53;1290;77395;64;DDOS-Attack
UDP;80;608;33171;64;DDOS-Attack
UDP;79;1000;59397;64;DDOS-Attack
UDP;55;2273;138655;64;DDOS-Attack
TCP;69;3692;224494;64;DDOS-Attack
ICMP;61;1000;57297;64;DDOS-Attack
UDP;69;1311;77773;64;DDOS-Attack
TCP;624;75;4687;64;Normal
TCP;273;146;8661;64;Normal
ICMP;61;1000;62163;64;DDOS-Attack
TCP;61;3049;187669;64;DDOS-Attack
ICMP;72;3262;197037;64;DDOS-Attack
TCP;525;15;856;128;Normal
UDP;85;2606;154488;64;DDOS-Attack
ICMP;55;1000;57057;64;DDOS-Attack
ICMP;68;3433;208712;64;DDOS-Attack
TCP;141;90;5388;64;Normal
UDP;48;1000;57875;64;DDOS-Attack
ICMP;92;1000;63983;64;DDOS-Attack
ICMP;86;3483;210831;64;DDOS-Attack
UDP;46;1648;102678;64;DDOS-Attack
TCP;507;66;4074;128;Normal
ICMP;47;665;37142;64;DDOS-Attack
ICMP;58;2483;146453;64;DDOS-Attack
UDP;70;1076;60497;64;DDOS-Attack
TCP;494;37;2160;64;Normal
ICMP;51;1790;107727;64;DDOS-Attack
TCP;70;4577;270485;64;DDOS-Attack
ICMP;51;500;27902;64;DDOS-Attack
TCP;86;1682;102071;64;DDOS-Attack
ICMP;71;2504;152883;64;DDOS-Attack
UDP;110;2076;121364;64;DDOS-Attack
UDP;469;93;5516;64;Normal
TCP;423;82;4818;128;Normal
UDP;84;2763;166738;64;DDOS-Attack
UDP;79;2004;123234;64;DDOS-Attack
TCP;73;8345;501321;64;DDOS-Attack
UDP;72;2035;120145;64;DDOS-Attack
ICMP;90;7908;477085;64;DDOS-Attack
ICMP;97;1706;102817;64;DDOS-Attack
UDP;64;3026;177294;64;DDOS-Attack
UDP;101;4303;260756;64;DDOS-Attack
UDP;722;13;696;64;Normal
UDP;307;24;1271;32;Normal
ICMP;88;1000;57222;64;DDOS-Attack
ICMP;210;125;7650;128;Normal
UDP;82;1585;90832;64;DDOS-Attack
UDP;44;3602;215564;64;DDOS-Attack
UDP;79;1000;55624;64;DDOS-Attack
ICMP;62;1973;117887;64;DDOS-Attack
UDP;54;2793;168196;64;DDOS-Attack
UDP;323;183;11173;64;Normal
UDP;738;130;7755;64;Normal
ICMP;62;9967;600376;64;DDOS-Attack
UDP;81;500;26730;64;DDOS-Attack
ICMP;67;3566;210422;64;DDOS-Attack
TCP;87;1000;63692;64;DDOS-Attack
ICMP;143;44;2773;128;Normal
UDP;80;621;37801;64;DDOS-Attack
ICMP;76;500;34286;64;DDOS-Attack
ICMP;86;500;26553;64;DDOS-Attack
TCP;259;90;5379;64;Normal
UDP;93;2737;163234;64;DDOS-Attack
TCP;60;1108;67772;64;DDOS-Attack
UDP;81;8523;515074;64;DDOS-Attack
TCP;363;83;4848;32;Normal
UDP;72;1299;75241;64;DDOS-Attack
UDP;639;6;534;64;Normal
ICMP;65;500;33555;64;DDOS-Attack
ICMP;104;1000;62655;64;DDOS-Attack
UDP;90;745;42674;64;DDOS-Attack
ICMP;68;7404;443334;64;DDOS-Attack
ICMP;40;1000;55239;64;DDOS-Attack
ICMP;66;3274;199992;64;DDOS-Attack
UDP;94;500;25857;64;DDOS-Attack
ICMP;74;1000;60976;64;DDOS-Attack
UDP;70;2119;130864;64;DDOS-Attack
UDP;80;1762;107191;64;DDOS-Attack
TCP;575;21;1332;128;Normal
TCP;92;2960;177120;64;DDOS-Attack
UDP;56;2100;126405;64;DDOS-Attack
UDP;73;2993;181288;64;DDOS-Attack
TCP;1140;117;7145;32;Normal
UDP;94;9061;548472;64;DDOS-Attack
UDP;78;500;33984;64;DDOS-Attack
ICMP;80;1000;64374;64;DDOS-Attack
ICMP;65;1163;65067;64;DDOS-Attack
TCP;467;72;4166;128;Normal
UDP;82;1000;62094;64;DDOS-Attack
UDP;883;133;8027;64;Normal
UDP;86;500;27319;64;DDOS-Attack
TCP;290;97;5904;128;Normal
UDP;69;5942;353030;64;DDOS-Attack
UDP;77;1172;74695;64;DDOS-Attack
TCP;67;10416;622883;64;DDOS-Attack
ICMP;75;1000;63865;64;DDOS-Attack
TCP;236;1;203;32;Normal
UDP;109;88;5326;32;Normal
TCP;536;65;3894;64;Normal
ICMP;76;500;25301;64;DDOS-Attack
TCP;270;155;9294;128;Normal
ICMP;64;2538;147309;64;DDOS-Attack
UDP;50;6128;365741;64;DDOS-Attack
UDP;737;7;565;64;Normal
UDP;56;500;29857;64;DDOS-Attack
ICMP;56;1000;56466;64;DDOS-Attack
UDP;234;107;6532;32;Normal
TCP;1073;1;81;64;Normal
ICMP;57;3915;231493;64;DDOS-Attack
UDP;96;1373;81505;64;DDOS-Attack
TCP;63;500;25434;64;DDOS-Attack
TCP;912;115;6843;64;Normal
UDP;99;500;31417;64;DDOS-Attack
ICMP;80;1000;64775;64;DDOS-Attack
UDP;805;113;6661;64;Normal
ICMP;76;1000;58633;64;DDOS-Attack
UDP;72;1284;76704;64;DDOS-Attack
TCP;439;3;183;32;Normal
UDP;54;1983;123000;64;DDOS-Attack
UDP;91;500;33651;64;DDOS-Attack
UDP;60;1000;58730;64;DDOS-Attack
UDP;934;1;153;32;Normal
ICMP;78;6449;382216;64;DDOS-Attack
ICMP;81;1673;99652;64;DDOS-Attack
UDP;82;2748;160269;64;DDOS-Attack
ICMP;73;1000;55510;64;DDOS-Attack
UDP;504;213;12893;64;Normal
TCP;86;6;256;128;Normal
UDP;80;2083;121764;64;DDOS-Attack
UDP;93;3817;229105;64;DDOS-Attack
ICMP;62;2103;122227;64;DDOS-Attack
TCP;248;119;6960;128;Normal
UDP;81;9383;562459;64;DDOS-Attack
UDP;62;3192;188229;64;DDOS-Attack
ICMP;81;1322;76317;64;DDOS-Attack
ICMP;107;3891;233122;64;DDOS-Attack
UDP;40;1000;56774;64;DDOS-Attack
UDP;69;1000;56493;64;DDOS-Attack
TCP;429;60;3481;32;Normal
ICMP;48;1150;69455;64;DDOS-Attack
UDP;89;500;34482;64;DDOS-Attack
TCP;530;30;1838;64;Normal
ICMP;48;5797;349477;64;DDOS-Attack
TCP;686;46;2640;128;Normal
UDP;86;1000;63293;64;DDOS-Attack
ICMP;79;1000;62177;64;DDOS-Attack
UDP;48;2358;145463;64;DDOS-Attack
UDP;323;125;7578;128;Normal
TCP;808;116;7100;64;Normal
ICMP;51;1359;78833;64;DDOS-Attack
UDP;68;1000;55259;64;DDOS-Attack
ICMP;90;1507;90888;64;DDOS-Attack
TCP;40;1000;60612;64;DDOS-Attack
ICMP;71;1731;102590;64;DDOS-Attack
TCP;543;101;6213;128;Normal
UDP;807;37;2357;128;Normal
ICMP;89;1153;69380;64;DDOS-Attack
UDP;66;3216;192726;64;DDOS-Attack
ICMP;47;1280;72479;64;DDOS-Attack
UDP;628;1;134;64;Normal
ICMP;63;1853;115325;64;DDOS-Attack
UDP;67;10725;640167;64;DDOS-Attack
ICMP;86;13282;797807;64;DDOS-Attack
TCP;40;500;30903;64;DDOS-Attack
ICMP;80;821;54257;64;DDOS-Attack
ICMP;87;500;26992;64;DDOS-Attack
TCP;420;24;1555;255;Normal
ICMP;67;1118;63715;64;DDOS-Attack
ICMP;60;1726;99634;64;DDOS-Attack
ICMP;875;51;3084;64;Normal
TCP;774;1;1;64;Normal
UDP;65;1540;95492;64;DDOS-Attack
ICMP;60;500;27224;64;DDOS-Attack
UDP;82;605;40991;64;DDOS-Attack
ICMP;69;3786;227354;64;DDOS-Attack
TCP;924;26;1465;64;Normal
UDP;645;100;5871;128;Normal
UDP;63;1815;105123;64;DDOS-Attack
TCP;92;2612;159650;64;DDOS-Attack
UDP;57;1000;61139;64;DDOS-Attack
ICMP;575;103;6124;64;Normal
TCP;1138;35;1975;128;Normal
ICMP;70;1000;59804;64;DDOS-Attack
TCP;1099;59;3503;128;Normal
ICMP;64;560;37995;64;DDOS-Attack
UDP;88;500;31301;64;DDOS-Attack
TCP;426;13;675;64;Normal
TCP;48;1122;67552;64;DDOS-Attack
UDP;70;662;38986;64;DDOS-Attack
ICMP;54;2561;151285;64;DDOS-Attack
TCP;58;4520;269690;64;DDOS-Attack
TCP;707;154;9051;64;Normal
UDP;471;159;9614;32;Normal
UDP;930;56;3164;128;Normal
ICMP;77;1000;63258;64;DDOS-Attack
ICMP;90;1000;62974;64;DDOS-Attack
UDP;75;5515;329128;64;DDOS-Attack
TCP;871;93;5711;64;Normal
ICMP;65;500;33262;64;DDOS-Attack
TCP;59;6807;412097;64;DDOS-Attack
ICMP;63;1000;63061;64;DDOS-Attack
ICMP;76;4373;262318;64;DDOS-Attack
UDP;55;1289;76146;64;DDOS-Attack
TCP;357;31;1863;128;Normal
TCP;66;13371;801112;64;DDOS-Attack
TCP;107;1171;73250;64;DDOS-Attack
TCP;208;107;6345;128;Normal
ICMP;70;3703;217583;64;DDOS-Attack
UDP;79;10852;653621;64;DDOS-Attack
ICMP;73;1281;76459;64;DDOS-Attack
ICMP;70;1000;56627;64;DDOS-Attack
ICMP;68;500;34431;64;DDOS-Attack
ICMP;68;500;31113;64;DDOS-Attack
ICMP;44;1000;56989;64;DDOS-Attack
UDP;88;2945;173568;64;DDOS-Attack
UDP;64;500;30199;64;DDOS-Attack
ICMP;362;204;12224;128;Normal
UDP;992;151;9199;64;Normal
TCP;409;89;5301;64;Normal
ICMP;88;1000;60696;64;DDOS-Attack
UDP;67;500;29012;64;DDOS-Attack
UDP;62;2869;171670;64;DDOS-Attack
UDP;560;152;9289;32;Normal
UDP;669;1;217;64;Normal
ICMP;69;1283;78098;64;DDOS-Attack
UDP;83;509;31731;64;DDOS-Attack
UDP;74;1401;87462;64;DDOS-Attack
ICMP;65;500;32677;64;DDOS-Attack
ICMP;64;2079;123106;64;DDOS-Attack
UDP;69;3524;214645;64;DDOS-Attack
UDP;89;2472;152880;64;DDOS-Attack
UDP;61;2380;139998;64;DDOS-Attack
UDP;40;1015;58043;64;DDOS-Attack
UDP;65;2738;161454;64;DDOS-Attack
ICMP;72;1739;102800;64;DDOS-Attack
UDP;68;1000;64419;64;DDOS-Attack
UDP;550;98;5959;128;Normal
UDP;86;3327;197000;64;DDOS-Attack
UDP;43;500;33570;64;DDOS-Attack
UDP;59;7347;441925;64;DDOS-Attack
TCP;1256;204;12255;64;Normal
ICMP;59;500;28385;64;DDOS-Attack
ICMP;96;5499;334477;64;DDOS-Attack
ICMP;57;686;44119;64;DDOS-Attack
ICMP;53;5254;319243;64;DDOS-Attack
TCP;586;101;6075;64;Normal
TCP;654;57;3460;128;Normal
ICMP;82;827;49660;64;DDOS-Attack
TCP;558;1;1;64;Normal
TCP;64;1256;71971;64;DDOS-Attack
ICMP;62;546;29747;64;DDOS-Attack
TCP;944;81;4776;128;Normal
TCP;69;500;25419;64;DDOS-Attack
ICMP;55;1000;64253;64;DDOS-Attack
UDP;74;809;47565;64;DDOS-Attack
ICMP;50;500;26396;64;DDOS-Attack
ICMP;43;500;33432;64;DDOS-Attack
